"group";"type";"answer";"description";"hints";"params"
"herb";"select_one";"[青蒿鱉甲湯,秦艽鱉甲散,清骨散,蒿芩清膽湯]";"含有{name}的方？";;"{"name":"青蒿"}"
"herb";"select_one";"[歸脾湯,桑螵蛸散,天麻鉤藤飲,定癇丸]";"含有{name}的方？";;"{"name":"茯神"}"
"herb";"select_one";"[秦艽鱉甲散,清骨散,大秦艽湯,獨活寄生湯]";"含有{name}的方？";;"{"name":"秦艽"}"
"herb";"select_one";"[蘇子降氣湯,定喘湯,順氣消食化痰丸,三子養親湯]";"含有{name}的方？";;"{"name":"蘇子"}"
"herb";"select_one";"[麻子仁丸,大補陰丸,瀉青丸,安宮牛黃丸]";"含有{name}的方？";;"{"name":"蜂蜜"}"
"herb";"select_one";"[甘遂通結湯,仙方活命飲,血府逐瘀湯,補陽還五湯]";"含有{name}的方？";;"{"name":"赤芍"}"
"herb";"select_one";"[大陷胸湯,甘遂通結湯,十棗湯,舟車丸]";"含有{name}的方？";;"{"name":"甘遂"}"
"herb";"select_one";"[清營湯,天王補心丹,丹參飲,定癇丸]";"含有{name}的方？";;"{"name":"丹參"}"
"herb";"select_one";"[一貫煎,益胃湯,桑杏湯,沙參麥冬湯]";"含有{name}的方？";;"{"name":"沙參"}"
"herb";"select_one";"[普濟消毒飲,小兒回春丹,牽正散,定癇丸]";"含有{name}的方？";;"{"name":"僵蠶"}"
"herb";"select_one";"[鎮肝熄風湯,茵陳蒿湯,甘露消毒丹,當歸拈痛湯]";"含有{name}的方？";;"{"name":"茵陳"}"
"herb";"select_one";"[地黃飲子,甘露消毒丹,萆薢分清飲,定癇丸]";"含有{name}的方？";;"{"name":"石菖蒲"}"
"herb";"select_one";"[五苓散,豬苓湯,當歸拈痛湯,桂苓甘露飲]";"含有{name}的方？";;"{"name":"豬苓"}"
"herb";"select_one";"[訶子散,真人養臟湯,蘇合香丸,咳血方]";"含有{name}的方？";;"{"name":"訶子"}"
"herb";"select_one";"[七寶美髯丹,黑錫丹,四神丸]";"含有{name}的方？";;"{"name":"補骨脂"}"
"herb";"select_one";"[瀉白散,秦艽鱉甲散,清骨散]";"含有{name}的方？";;"{"name":"地骨皮"}"
"herb";"select_one";"[瀉黃散,藿香正氣散,甘露消毒丹]";"含有{name}的方？";;"{"name":"藿香"}"
"herb";"select_one";"[十灰散,清絡飲,枳朮丸]";"含有{name}的方？";;"{"name":"荷葉"}"
"herb";"select_one";"[右歸丸,左歸丸,七寶美髯丹]";"含有{name}的方？";;"{"name":"菟絲子"}"
"herb";"select_one";"[歸脾湯,酸棗仁湯,天王補心丹]";"含有{name}的方？";;"{"name":"酸棗仁"}"
"herb";"select_one";"[參苓白朮散,丹參飲,健脾丸]";"含有{name}的方？";;"{"name":"砂仁"}"
"herb";"select_one";"[秦艽鱉甲散,二陳湯,烏梅丸]";"含有{name}的方？";;"{"name":"烏梅"}"
"herb";"select_one";"[大建中湯,冷哮丸,烏梅丸]";"含有{name}的方？";;"{"name":"蜀椒"}"
"herb";"select_one";"[血府逐瘀湯,復元活血湯,補陽還五湯]";"含有{name}的方？";;"{"name":"紅花"}"
"herb";"select_one";"[參苓白朮散,沙參麥冬湯,香薷飲]";"含有{name}的方？";;"{"name":"扁豆"}"
"herb";"select_one";"[射干麻黃湯,鱉甲煎丸,甘露消毒丹]";"含有{name}的方？";;"{"name":"射干"}"
"herb";"select_one";"[射干麻黃湯,定喘湯,冷哮丸]";"含有{name}的方？";;"{"name":"款冬"}"
"herb";"select_one";"[龍膽瀉肝湯,瀉青丸,當歸龍薈丸]";"含有{name}的方？";;"{"name":"龍膽草"}"
"herb";"select_one";"[達原飲,易黃湯,定喘湯]";"含有{name}的方？";;"{"name":"白果"}"
"herb";"select_one";"[順氣消食化痰丸,保和丸,健脾丸]";"含有{name}的方？";;"{"name":"山楂"}"
"herb";"select_one";"[順氣消食化痰丸,三子養親湯,保和丸]";"含有{name}的方？";;"{"name":"萊菔子"}"
"herb";"select_one";"[藿香正氣散,五皮飲,實脾飲]";"含有{name}的方？";;"{"name":"大腹皮"}"
"herb";"select_one";"[小兒回春丹,牽正散,定癇丸]";"含有{name}的方？";;"{"name":"全蠍"}"
"herb";"select_one";"[金鎖固精丸,水陸二仙丹,易黃湯]";"含有{name}的方？";;"{"name":"芡實"}"
"herb";"select_one";"[小兒回春丹,蘇合香丸,丹參飲]";"含有{name}的方？";;"{"name":"檀香"}"
"herb";"select_one";"[仙方活命飲,沙參麥冬湯,栝蔞貝母散]";"含有{name}的方？";;"{"name":"天花粉"}"
"herb";"select_one";"[小兒回春丹,天麻鉤藤飲,羚羊鉤藤湯]";"含有{name}的方？";;"{"name":"鉤藤"}"
"herb";"select_one";"[射干麻黃湯,冷哮丸,止嗽丸]";"含有{name}的方？";;"{"name":"紫苑"}"
"herb";"select_one";"[右歸丸,天麻鉤藤飲,獨活寄生湯]";"含有{name}的方？";;"{"name":"杜仲"}"
"herb";"select_one";"[紫雪丹,蘇合香丸,丁香柿蒂湯]";"含有{name}的方？";;"{"name":"丁香"}"
"herb";"select_one";"[當歸龍薈丸,蒿芩清膽湯,咳血方]";"含有{name}的方？";;"{"name":"青黛"}"
"herb";"select_one";"[清帶湯,固衝湯,十灰散]";"含有{name}的方？";;"{"name":"茜草"}"
"herb";"select_one";"[安宮牛黃丸,至寶丹,蘇合香丸]";"含有{name}的方？";;"{"name":"冰片"}"
"herb";"select_one";"[安宮牛黃丸,至寶丹,小兒回春丹]";"含有{name}的方？";;"{"name":"牛黃"}"
"herb";"select_one";"[桑菊飲,五味消毒飲,羚羊鉤藤湯]";"含有{name}的方？";;"{"name":"菊花"}"
"herb";"select_one";"[仙方活命飲,蘇合香丸,小活絡丹]";"含有{name}的方？";;"{"name":"乳香"}"
"herb";"select_one";"[宣痺湯,瓜蒂散]";"含有{name}的方？";;"{"name":"赤小豆"}"
"herb";"select_one";"[當歸龍薈丸,布袋丸]";"含有{name}的方？";;"{"name":"蘆薈"}"
"herb";"select_one";"[舟車丸,木香檳榔丸]";"含有{name}的方？";;"{"name":"牽牛子"}"
"herb";"select_one";"[益氣聰明湯,羌活勝濕湯]";"含有{name}的方？";;"{"name":"蔓荊子"}"
"herb";"select_one";"[肥兒丸,布袋丸]";"含有{name}的方？";;"{"name":"使君子"}"
"herb";"select_one";"[十灰散,槐花散]";"含有{name}的方？";;"{"name":"柏葉"}"
"herb";"select_one";"[清絡飲,新加香薷飲]";"含有{name}的方？";;"{"name":"扁豆花"}"
"herb";"select_one";"[防己黃耆湯,宣痺湯]";"含有{name}的方？";;"{"name":"防己"}"
"herb";"select_one";"[十灰散,小薊飲子]";"含有{name}的方？";;"{"name":"小薊"}"
"herb";"select_one";"[大黃牡丹皮湯,葦莖湯]";"含有{name}的方？";;"{"name":"冬瓜仁"}"
"herb";"select_one";"[益胃湯,沙參麥冬湯]";"含有{name}的方？";;"{"name":"玉竹"}"
"herb";"select_one";"[大定風珠,阿膠雞子黃湯]";"含有{name}的方？";;"{"name":"雞子黃"}"
"herb";"select_one";"[炙甘草湯,鱉甲煎丸]";"含有{name}的方？";;"{"name":"清酒"}"
"herb";"select_one";"[補陽還五湯,小活絡丹]";"含有{name}的方？";;"{"name":"地龍"}"
"herb";"select_one";"[鱉甲煎丸,八正散]";"含有{name}的方？";;"{"name":"瞿麥"}"
"herb";"select_one";"[地黃飲子,清暑益氣湯]";"含有{name}的方？";;"{"name":"石斛"}"
"herb";"select_one";"[鱉甲煎丸,黃土湯]";"含有{name}的方？";;"{"name":"灶心土"}"
"herb";"select_one";"[大定風珠,清燥救肺湯]";"含有{name}的方？";;"{"name":"麻仁"}"
"herb";"select_one";"[旋覆代赭石湯,鎮肝熄風湯]";"含有{name}的方？";;"{"name":"代赭石"}"
"herb";"select_one";"[新加香薷飲,香薷飲]";"含有{name}的方？";;"{"name":"香薷"}"
"herb";"select_one";"[橘核丸,海藻玉壺湯]";"含有{name}的方？";;"{"name":"海帶"}"
"herb";"select_one";"[橘核丸,海藻玉壺湯]";"含有{name}的方？";;"{"name":"海藻"}"
"herb";"select_one";"[天麻鉤藤飲,獨活寄生湯]";"含有{name}的方？";;"{"name":"桑寄生"}"
"herb";"select_one";"[冷哮丸,救急稀涎丸]";"含有{name}的方？";;"{"name":"皂角"}"
"herb";"select_one";"[當歸四逆湯,三仁湯]";"含有{name}的方？";;"{"name":"通草"}"
"herb";"select_one";"[銀翹散,桑菊飲]";"含有{name}的方？";;"{"name":"蘆根"}"
"herb";"select_one";"[橘核丸,海藻玉壺湯]";"含有{name}的方？";;"{"name":"昆布"}"
"herb";"select_one";"[蔥白七味飲,加減葳蕤湯]";"含有{name}的方？";;"{"name":"蔥白"}"
"herb";"select_one";"[天臺烏藥散,良附丸]";"含有{name}的方？";;"{"name":"高良薑"}"
"herb";"select_one";"[實脾飲,雞鳴散]";"含有{name}的方？";;"{"name":"木瓜"}"
"herb";"select_one";"[三物備急丸,天臺烏藥散]";"含有{name}的方？";;"{"name":"巴豆"}"
"herb";"select_one";"[天臺烏藥散,暖肝煎]";"含有{name}的方？";;"{"name":"茴香"}"
"herb";"select_one";"[天麻鉤藤飲,阿膠雞子黃湯]";"含有{name}的方？";;"{"name":"石決明"}"
"herb";"select_one";"[牡蠣散,甘麥大棗湯]";"含有{name}的方？";;"{"name":"浮小麥"}"
"herb";"select_one";"[金鈴子散,橘核丸]";"含有{name}的方？";;"{"name":"延胡索"}"
"herb";"select_one";"[麻子仁丸,炙甘草湯]";"含有{name}的方？";;"{"name":"麻子仁"}"
"herb";"select_one";"[陽和湯,三子養親湯]";"含有{name}的方？";;"{"name":"白芥子"}"
"herb";"select_one";"[化蟲丸,救急稀涎丸]";"含有{name}的方？";;"{"name":"白礬"}"
"herb";"select_one";"[濟川煎,地黃飲子]";"含有{name}的方？";;"{"name":"肉蓯蓉"}"
"herb";"select_one";"[清絡飲,清暑益氣湯]";"含有{name}的方？";;"{"name":"西瓜皮"}"
"herb";"select_one";"[十棗湯,舟車丸]";"含有{name}的方？";;"{"name":"芫花"}"
"herb";"select_one";"[紫雪丹,桂苓甘露飲]";"含有{name}的方？";;"{"name":"寒水石"}"
"herb";"select_one";"[桑螵蛸散,滌痰湯]";"含有{name}的方？";;"{"name":"菖蒲"}"
"herb";"select_one";"[縮泉丸,萆薢分清飲]";"含有{name}的方？";;"{"name":"益智仁"}"
"herb";"select_one";"[牽正散,玉真散]";"含有{name}的方？";;"{"name":"白附子"}"
"herb";"select_one";"[桃花湯,赤石脂禹餘糧湯]";"含有{name}的方？";;"{"name":"赤石脂"}"
"herb";"select_one";"[小活絡丹,玉真散]";"含有{name}的方？";;"{"name":"天南星"}"
"herb";"select_one";"[補中益氣湯,完帶湯]";"含有{name}的方？";;"{"name":"人參(黨參)"}"
"herb";"select_one";"[至寶丹,定癇丸]";"含有{name}的方？";;"{"name":"琥珀"}"
"herb";"select_one";"[至寶丹,蘇合香丸]";"含有{name}的方？";;"{"name":"安息香"}"
"herb";"select_one";"[安宮牛黃丸,至寶丹]";"含有{name}的方？";;"{"name":"金箔"}"
"herb";"select_one";"[清帶湯,固衝湯]";"含有{name}的方？";;"{"name":"海螵蛸"}"
"herb";"select_one";"[小活絡丹,冷哮丸]";"含有{name}的方？";;"{"name":"川烏"}"
"herb";"select_one";"[仙方活命飲,復元活血湯]";"含有{name}的方？";;"{"name":"穿山甲"}"
"herb";"select_one";"[安宮牛黃丸,至寶丹]";"含有{name}的方？";;"{"name":"雄黃"}"
"herb";"select_one";"[十棗湯,舟車丸]";"含有{name}的方？";;"{"name":"大戟"}"
"herb";"select_one";"[天王補心丹,鎮肝熄風湯]";"含有{name}的方？";;"{"name":"天冬"}"
"herb";"select_one";"[仙方活命飲,小活絡丹]";"含有{name}的方？";;"{"name":"沒藥"}"
"herb";"select_one";"[磁朱丸,紫雪丹]";"含有{name}的方？";;"{"name":"磁石"}"
"herb";"select_one";"[消風散,當歸拈痛湯]";"含有{name}的方？";;"{"name":"苦參"}"
"herb";"select_one";"[咳血方]";"含有{name}的方？";;"{"name":"海浮石"}"
"herb";"select_one";"[固經丸]";"含有{name}的方？";;"{"name":"椿皮"}"
"herb";"select_one";"[固衝湯]";"含有{name}的方？";;"{"name":"棕櫚炭"}"
"herb";"select_one";"[固衝湯]";"含有{name}的方？";;"{"name":"五倍子"}"
"herb";"select_one";"[安宮牛黃丸]";"含有{name}的方？";;"{"name":"珍珠"}"
"herb";"select_one";"[固衝湯]";"含有{name}的方？";;"{"name":"生黃耆"}"
"herb";"select_one";"[安宮牛黃丸]";"含有{name}的方？";;"{"name":"鬱金"}"
"herb";"select_one";"[真人養臟湯]";"含有{name}的方？";;"{"name":"罌粟殼"}"
"herb";"select_one";"[訶子散]";"含有{name}的方？";;"{"name":"橘紅"}"
"herb";"select_one";"[訶子散]";"含有{name}的方？";;"{"name":"粟米"}"
"herb";"select_one";"[至寶丹]";"含有{name}的方？";;"{"name":"玳瑁"}"
"herb";"select_one";"[至寶丹]";"含有{name}的方？";;"{"name":"銀箔"}"
"herb";"select_one";"[紫雪丹]";"含有{name}的方？";;"{"name":"羚角"}"
"herb";"select_one";"[赤石脂禹餘糧湯]";"含有{name}的方？";;"{"name":"禹餘糧"}"
"herb";"select_one";"[桑螵蛸散]";"含有{name}的方？";;"{"name":"桑螵蛸"}"
"herb";"select_one";"[紫雪丹]";"含有{name}的方？";;"{"name":"硝石"}"
"herb";"select_one";"[紫雪丹]";"含有{name}的方？";;"{"name":"黃金"}"
"herb";"select_one";"[水陸二仙丹]";"含有{name}的方？";;"{"name":"金櫻子"}"
"herb";"select_one";"[金鎖固精丸]";"含有{name}的方？";;"{"name":"蓮肉"}"
"herb";"select_one";"[小兒回春丹]";"含有{name}的方？";;"{"name":"膽南星"}"
"herb";"select_one";"[小兒回春丹]";"含有{name}的方？";;"{"name":"竹黃"}"
"herb";"select_one";"[金鎖固精丸]";"含有{name}的方？";;"{"name":"蓮鬚"}"
"herb";"select_one";"[金鎖固精丸]";"含有{name}的方？";;"{"name":"蒺藜"}"
"herb";"select_one";"[小兒回春丹]";"含有{name}的方？";;"{"name":"白豆蔻"}"
"herb";"select_one";"[蘇合香丸]";"含有{name}的方？";;"{"name":"蘇合香"}"
"herb";"select_one";"[蘇合香丸]";"含有{name}的方？";;"{"name":"蓽蘗"}"
"herb";"select_one";"[牡蠣散]";"含有{name}的方？";;"{"name":"麻黃根"}"
"herb";"select_one";"[栝蔞薤白白酒湯]";"含有{name}的方？";;"{"name":"栝蔞實"}"
"herb";"select_one";"[栝蔞薤白白酒湯]";"含有{name}的方？";;"{"name":"薤白"}"
"herb";"select_one";"[栝蔞薤白白酒湯]";"含有{name}的方？";;"{"name":"白酒"}"
"herb";"select_one";"[蒿芩清膽湯]";"含有{name}的方？";;"{"name":"赤茯苓"}"
"herb";"select_one";"[逍遙散]";"含有{name}的方？";;"{"name":"炮薑"}"
"herb";"select_one";"[橘核丸]";"含有{name}的方？";;"{"name":"橘核"}"
"herb";"select_one";"[陽和湯]";"含有{name}的方？";;"{"name":"薑炭"}"
"herb";"select_one";"[黑錫丹]";"含有{name}的方？";;"{"name":"小茴香"}"
"herb";"select_one";"[黑錫丹]";"含有{name}的方？";;"{"name":"葫蘆巴"}"
"herb";"select_one";"[厚朴溫中湯]";"含有{name}的方？";;"{"name":"草豆蔻"}"
"herb";"select_one";"[黑錫丹]";"含有{name}的方？";;"{"name":"陽起石"}"
"herb";"select_one";"[丁香柿蒂湯]";"含有{name}的方？";;"{"name":"柿蒂"}"
"herb";"select_one";"[橘皮竹茹湯]";"含有{name}的方？";;"{"name":"橘皮"}"
"herb";"select_one";"[旋覆代赭石湯]";"含有{name}的方？";;"{"name":"旋覆花"}"
"herb";"select_one";"[黑錫丹]";"含有{name}的方？";;"{"name":"硫磺"}"
"herb";"select_one";"[黑錫丹]";"含有{name}的方？";;"{"name":"黑錫"}"
"herb";"select_one";"[小建中湯]";"含有{name}的方？";;"{"name":"飴糖"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"蟅蟲"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"蜣螂"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"鼠婦"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"蜂房"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"紫葳"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"葶藶子"}"
"herb";"select_one";"[清骨散]";"含有{name}的方？";;"{"name":"胡黃連"}"
"herb";"select_one";"[鱉甲煎丸]";"含有{name}的方？";;"{"name":"石葦"}"
"herb";"select_one";"[復元活血湯]";"含有{name}的方？";;"{"name":"酒大黃"}"
"herb";"select_one";"[復元活血湯]";"含有{name}的方？";;"{"name":"栝蔞根"}"
"herb";"select_one";"[清骨散]";"含有{name}的方？";;"{"name":"銀柴胡"}"
"herb";"select_one";"[十灰散]";"含有{name}的方？";;"{"name":"大薊"}"
"herb";"select_one";"[白頭翁湯]";"含有{name}的方？";;"{"name":"秦皮"}"
"herb";"select_one";"[白頭翁湯]";"含有{name}的方？";;"{"name":"白頭翁"}"
"herb";"select_one";"[葦莖湯]";"含有{name}的方？";;"{"name":"葦莖"}"
"herb";"select_one";"[十灰散]";"含有{name}的方？";;"{"name":"白茅根"}"
"herb";"select_one";"[十灰散]";"含有{name}的方？";;"{"name":"棕櫚"}"
"herb";"select_one";"[槐花散]";"含有{name}的方？";;"{"name":"槐花"}"
"herb";"select_one";"[小薊飲子]";"含有{name}的方？";;"{"name":"蒲黃"}"
"herb";"select_one";"[小薊飲子]";"含有{name}的方？";;"{"name":"藕節"}"
"herb";"select_one";"[咳血方]";"含有{name}的方？";;"{"name":"栝蔞仁"}"
"herb";"select_one";"[天王補心丹]";"含有{name}的方？";;"{"name":"柏子仁"}"
"herb";"select_one";"[川芎茶調散]";"含有{name}的方？";;"{"name":"茶"}"
"herb";"select_one";"[消風散]";"含有{name}的方？";;"{"name":"蟬蛻"}"
"herb";"select_one";"[導赤散]";"含有{name}的方？";;"{"name":"竹葉水"}"
"herb";"select_one";"[消風散]";"含有{name}的方？";;"{"name":"胡麻"}"
"herb";"select_one";"[仙方活命飲]";"含有{name}的方？";;"{"name":"皂角刺"}"
"herb";"select_one";"[小活絡丹]";"含有{name}的方？";;"{"name":"草烏"}"
"herb";"select_one";"[五味消毒飲]";"含有{name}的方？";;"{"name":"天葵"}"
"herb";"select_one";"[五味消毒飲]";"含有{name}的方？";;"{"name":"紫花地丁"}"
"herb";"select_one";"[五味消毒飲]";"含有{name}的方？";;"{"name":"蒲公英"}"
"herb";"select_one";"[普濟消毒飲]";"含有{name}的方？";;"{"name":"馬勃"}"
"herb";"select_one";"[普濟消毒飲]";"含有{name}的方？";;"{"name":"板藍根"}"
"herb";"select_one";"[七寶美髯丹]";"含有{name}的方？";;"{"name":"何首烏"}"
"herb";"select_one";"[天麻鉤藤飲]";"含有{name}的方？";;"{"name":"益母草"}"
"herb";"select_one";"[天麻鉤藤飲]";"含有{name}的方？";;"{"name":"夜交藤"}"
"herb";"select_one";"[羚羊鉤藤湯]";"含有{name}的方？";;"{"name":"羚羊角"}"
"herb";"select_one";"[地黃飲子]";"含有{name}的方？";;"{"name":"巴戟天"}"
"herb";"select_one";"[益胃湯]";"含有{name}的方？";;"{"name":"冰糖"}"
"herb";"select_one";"[阿膠雞子黃湯]";"含有{name}的方？";;"{"name":"絡石藤"}"
"herb";"select_one";"[桑杏湯]";"含有{name}的方？";;"{"name":"梨皮"}"
"herb";"select_one";"[桑杏湯]";"含有{name}的方？";;"{"name":"梔子皮"}"
"herb";"select_one";"[清燥救肺湯]";"含有{name}的方？";;"{"name":"枇杷葉"}"
"herb";"select_one";"[百合固金湯]";"含有{name}的方？";;"{"name":"百合"}"
"herb";"select_one";"[補肺阿膠湯]";"含有{name}的方？";;"{"name":"糯米"}"
"herb";"select_one";"[補肺阿膠湯]";"含有{name}的方？";;"{"name":"馬兜鈴"}"
"herb";"select_one";"[五皮飲]";"含有{name}的方？";;"{"name":"茯苓皮"}"
"herb";"select_one";"[五皮飲]";"含有{name}的方？";;"{"name":"生薑皮"}"
"herb";"select_one";"[八正散]";"含有{name}的方？";;"{"name":"扁蓄"}"
"herb";"select_one";"[八正散]";"含有{name}的方？";;"{"name":"甘草梢"}"
"herb";"select_one";"[大補陰丸]";"含有{name}的方？";;"{"name":"豬骨髓"}"
"herb";"select_one";"[宣痺湯]";"含有{name}的方？";;"{"name":"蠶砂"}"
"herb";"select_one";"[實脾飲]";"含有{name}的方？";;"{"name":"草果"}"
"herb";"select_one";"[歸脾湯]";"含有{name}的方？";;"{"name":"龍眼"}"
"herb";"select_one";"[萆薢分清飲]";"含有{name}的方？";;"{"name":"萆薢"}"
"herb";"select_one";"[羌活勝濕湯]";"含有{name}的方？";;"{"name":"蒿本"}"
"herb";"select_one";"[導痰湯]";"含有{name}的方？";;"{"name":"南星"}"
"herb";"select_one";"[人參蛤蚧散]";"含有{name}的方？";;"{"name":"蛤蚧"}"
"herb";"select_one";"[指迷茯苓丸]";"含有{name}的方？";;"{"name":"風化硝"}"
"herb";"select_one";"[參苓白朮散]";"含有{name}的方？";;"{"name":"蓮子"}"
"herb";"select_one";"[新加黃龍湯]";"含有{name}的方？";;"{"name":"生薑汁"}"
"herb";"select_one";"[新加黃龍湯]";"含有{name}的方？";;"{"name":"連心"}"
"herb";"select_one";"[礞石滾痰丸]";"含有{name}的方？";;"{"name":"礞石"}"
"herb";"select_one";"[新加黃龍湯]";"含有{name}的方？";;"{"name":"海參"}"
"herb";"select_one";"[冷哮丸]";"含有{name}的方？";;"{"name":"明礬"}"
"herb";"select_one";"[定癇丸]";"含有{name}的方？";;"{"name":"竹瀝"}"
"herb";"select_one";"[定癇丸]";"含有{name}的方？";;"{"name":"燈芯草"}"
"herb";"select_one";"[定癇丸]";"含有{name}的方？";;"{"name":"薑汁"}"
"herb";"select_one";"[止嗽丸]";"含有{name}的方？";;"{"name":"百部"}"
"herb";"select_one";"[止嗽丸]";"含有{name}的方？";;"{"name":"白前"}"
"herb";"select_one";"[舟車丸]";"含有{name}的方？";;"{"name":"輕粉"}"
"herb";"select_one";"[大黃牡丹皮湯]";"含有{name}的方？";;"{"name":"牡丹皮"}"
"herb";"select_one";"[清絡飲]";"含有{name}的方？";;"{"name":"絲瓜皮"}"
"herb";"select_one";"[加減葳蕤湯]";"含有{name}的方？";;"{"name":"白薇"}"
"herb";"select_one";"[清暑益氣湯]";"含有{name}的方？";;"{"name":"荷梗"}"
"herb";"select_one";"[清暑益氣湯]";"含有{name}的方？";;"{"name":"西洋參"}"
"herb";"select_one";"[木香檳榔丸]";"含有{name}的方？";;"{"name":"莪朮"}"
"herb";"select_one";"[加減葳蕤湯]";"含有{name}的方？";;"{"name":"葳蕤"}"
"herb";"select_one";"[肥兒丸]";"含有{name}的方？";;"{"name":"豬膽汁"}"
"herb";"select_one";"[烏梅丸]";"含有{name}的方？";;"{"name":"黨參"}"
"herb";"select_one";"[化蟲丸]";"含有{name}的方？";;"{"name":"鉛粉"}"
"herb";"select_one";"[蔥白七味飲]";"含有{name}的方？";;"{"name":"勞水"}"
"herb";"select_one";"[化蟲丸]";"含有{name}的方？";;"{"name":"鶴虱"}"
"herb";"select_one";"[化蟲丸]";"含有{name}的方？";;"{"name":"苦楝"}"
"herb";"select_one";"[布袋丸]";"含有{name}的方？";;"{"name":"蕪荑"}"
"herb";"select_one";"[布袋丸]";"含有{name}的方？";;"{"name":"夜明砂"}"
"herb";"select_one";"[瓜蒂散]";"含有{name}的方？";;"{"name":"瓜蒂"}"
