group;type;answer;description;hints;params
組成(藥→方);select_all;[防風,蟬蛻,牛蒡子,荊芥,石膏,知母,苦參,蒼朮,木通,當歸,生地,胡麻,甘草];{name}的組成是？;[治風外風,風濕熱疹];{"name":"消風散"}
組成(藥→方);select_all;[川烏,草烏,天南星,乳香,沒藥,地龍];{name}的組成是？;[治風外風,風濕血瘀絡];{"name":"小活絡丹"}
組成(藥→方);select_all;[白附子,全蠍,僵蠶];{name}的組成是？;[治風外風,風痰阻絡];{"name":"牽正散"}
組成(藥→方);select_all;[白附子,天南星,羌活,防風,白芷,天麻];{name}的組成是？;[治風外風,風痰痙症];{"name":"玉真散"}
組成(藥→方);select_all;[牛膝,代赭石,龍骨,牡蠣,龜板,玄參,天冬,白芍,麥芽,川楝子,茵陳,甘草];{name}的組成是？;[治風內風,陰虛陽亢肝風];{"name":"鎮肝熄風湯"}
組成(藥→方);select_all;[天麻,鉤藤,石決明,梔子,黃芩,杜仲,牛膝,桑寄生,益母草,茯神,夜交藤];{name}的組成是？;[治風內風,肝陽亢風熱];{"name":"天麻鉤藤飲"}
組成(藥→方);select_all;[羚羊角,鉤藤,桑葉,菊花,貝母,竹茹,生地,白芍,茯苓];{name}的組成是？;[治風內風,肝經風熱];{"name":"羚羊鉤藤湯"}
組成(藥→方);select_all;[龜板,鱉甲,牡蠣,阿膠,麥冬,生地,白芍,麻仁,五味子,雞子黃,炙甘草];{name}的組成是？;[治風內風,陰虛內風];{"name":"大定風珠"}
組成(藥→方);select_all;[阿膠,雞子黃,生地,白芍,炙甘草,茯苓,牡蠣,石決明,絡石藤];{name}的組成是？;[治風內風,陰虛內風];{"name":"阿膠雞子黃湯"}
組成(藥→方);select_all;[杏仁,紫蘇,前胡,桔梗,枳殼,陳皮,半夏,茯苓,甘草,生薑,大棗];{name}的組成是？;[治燥清宣,表涼燥];{"name":"杏蘇散"}
組成(藥→方);select_all;[桑葉,杏仁,豆豉,沙參,梨皮,貝母,梔子皮];{name}的組成是？;[治燥清宣,表溫燥];{"name":"桑杏湯"}
組成(藥→方);select_all;[桑葉,杏仁,枇杷葉,石膏,人參,麥冬,阿膠,麻仁,甘草];{name}的組成是？;[治燥清宣,肺溫燥氣陰傷];{"name":"清燥救肺湯"}
組成(藥→方);select_all;[沙參,麥冬,玉竹,扁豆,天花粉,桑葉,甘草];{name}的組成是？;[治燥清宣,肺胃燥];{"name":"沙參麥冬湯"}
組成(藥→方);select_all;[玄參,麥冬,生地,白芍,生甘草,薄荷,貝母,丹皮];{name}的組成是？;[治燥滋陰,陰虛熱毒];{"name":"養陰清肺湯"}
組成(藥→方);select_all;[麥冬,人參,半夏,甘草,梗米,大棗];{name}的組成是？;[治燥滋陰,肺胃陰虛,痰逆];{"name":"麥門冬湯"}
組成(藥→方);select_all;[生地,麥冬,玄參];{name}的組成是？;[治燥滋陰,陰虛便祕];{"name":"增液湯"}
組成(藥→方);select_all;[蒼朮,厚朴,陳皮,甘草,生薑,大棗];{name}的組成是？;[祛濕芳香,濕滯脾胃];{"name":"平胃散"}
組成(藥→方);select_all;[藿香,紫蘇,白芷,茯苓,白朮,桔梗,大腹皮,陳皮,半夏,厚朴,炙甘草];{name}的組成是？;[祛濕解表,表風寒裡濕滯];{"name":"藿香正氣散"}
組成(藥→方);select_all;[防己,黃耆,白朮,甘草];{name}的組成是？;[祛濕利水,表虛風濕];{"name":"防己黃耆湯"}
組成(藥→方);select_all;[茯苓,豬苓,澤瀉,白朮,桂枝];{name}的組成是？;[祛濕利水,水濕內停兼表];{"name":"五苓散"}
組成(藥→方);select_all;[茯苓,豬苓,澤瀉,滑石,阿膠];{name}的組成是？;[祛濕利水,水熱];{"name":"豬苓湯"}
組成(藥→方);select_all;[茯苓皮,生薑皮,桑白皮,大腹皮,陳皮];{name}的組成是？;[祛濕利水,溼氣滯水腫];{"name":"五皮飲"}
組成(藥→方);select_all;[杏仁,薏仁,肉豆蔻,半夏,厚朴,通草,竹葉,滑石];{name}的組成是？;[祛濕清熱,濕溫氣滯濕重於熱];{"name":"三仁湯"}
組成(藥→方);select_all;[茵陳,梔子,大黃];{name}的組成是？;[祛濕清熱,黃疸濕熱];{"name":"茵陳蒿湯"}
組成(藥→方);select_all;[藿香,茵陳,肉豆蔻,石菖蒲,滑石,木通,貝母,黃芩,連翹,薄荷,射干];{name}的組成是？;[祛濕清熱,氣分濕熱];{"name":"甘露消毒丹"}
組成(藥→方);select_all;[車前子,木通,扁蓄,瞿麥,滑石,梔子,大黃,甘草梢];{name}的組成是？;[祛濕清熱,下焦濕熱];{"name":"八正散"}
組成(藥→方);select_all;[防己,滑石,薏仁,杏仁,梔子,連翹,赤小豆,半夏,蠶砂];{name}的組成是？;[祛濕清熱,濕熱痺];{"name":"宣痺湯"}
組成(藥→方);select_all;[蒼朮,黃柏,牛膝,薏仁];{name}的組成是？;[祛濕清熱,足脛濕熱];{"name":"四妙丸"}
組成(藥→方);select_all;[當歸,防風,升麻,葛根,羌活,茵陳,白朮,蒼朮,苦參,豬苓,澤瀉,黃芩,知母,人參,炙甘草];{name}的組成是？;[祛濕清熱,表風裡濕熱];{"name":"當歸拈痛湯"}
組成(藥→方);select_all;[茯苓,桂枝,白朮,炙甘草];{name}的組成是？;[祛濕溫化,脾陽虛水飲];{"name":"苓桂朮甘湯"}
組成(藥→方);select_all;[附子,茯苓,白朮,白芍,生薑];{name}的組成是？;[祛濕溫化,腎陽虛水飲];{"name":"真武湯"}
組成(藥→方);select_all;[附子,乾薑,茯苓,白朮,厚朴,草果,大腹皮,木香,木瓜,炙甘草,生薑,大棗];{name}的組成是？;[祛濕溫化,脾陽虛水腫];{"name":"實脾飲"}
組成(藥→方);select_all;[吳茱萸,生薑,木瓜,檳榔,桔梗,紫蘇,陳皮];{name}的組成是？;[祛濕溫化,寒濕腳氣];{"name":"雞鳴散"}
組成(藥→方);select_all;[萆薢,石菖蒲,益智仁,烏藥];{name}的組成是？;[祛濕溫化,腎陽虛下焦濕濁];{"name":"萆薢分清飲"}
組成(藥→方);select_all;[羌活,獨活,川芎,防風,蒿本,蔓荊子,炙甘草];{name}的組成是？;[祛濕祛風,風濕在表];{"name":"羌活勝濕湯"}
組成(藥→方);select_all;[獨活,防風,秦艽,桑寄生,細辛,肉桂,杜仲,牛膝,當歸,川芎,生地,白芍,人參,茯苓,甘草];{name}的組成是？;[祛濕祛風,虛證風寒濕痺];{"name":"獨活寄生湯"}
組成(藥→方);select_all;[半夏,陳皮,茯苓,炙甘草,烏梅,生薑];{name}的組成是？;[祛痰燥濕,脾虛生痰];{"name":"二陳湯"}
組成(藥→方);select_all;[半夏,陳皮,枳實,竹茹,茯苓,炙甘草,生薑,大棗];{name}的組成是？;[祛痰燥濕,痰熱氣滯];{"name":"溫膽湯"}
組成(藥→方);select_all;[半夏,陳皮,枳實,南星,茯苓,炙甘草,生薑];{name}的組成是？;[祛痰燥濕,痰濕氣滯];{"name":"導痰湯"}
組成(藥→方);select_all;[半夏,陳皮,枳實,竹茹,膽星,茯苓,人參,菖蒲,炙甘草,生薑,大棗];{name}的組成是？;[祛痰燥濕,痰熱閉證];{"name":"滌痰湯"}
組成(藥→方);select_all;[半夏,枳殼,風化硝,茯苓,生薑];{name}的組成是？;[祛痰燥濕,痰停中焦];{"name":"指迷茯苓丸"}
組成(藥→方);select_all;[半夏,膽星,青皮,陳皮,香附,萊菔子,蘇子,杏仁,神麴,麥芽,山楂,葛根,生薑];{name}的組成是？;[祛痰燥濕,痰食積];{"name":"順氣消食化痰丸"}
組成(藥→方);select_all;[栝蔞,桔梗,貝母,桑白皮,梔子,黃芩,知母,麥冬,陳皮,茯苓,甘草];{name}的組成是？;[祛痰清熱痰,肺熱痰];{"name":"清金化痰丸"}
組成(藥→方);select_all;[半夏,栝蔞,膽星,枳殼,杏仁,黃芩,陳皮,茯苓];{name}的組成是？;[祛痰清熱痰,肺痰熱喘咳];{"name":"清氣化痰丸"}
組成(藥→方);select_all;[栝蔞,半夏,黃連];{name}的組成是？;[祛痰清熱痰,痰熱痞滿];{"name":"小陷胸湯"}
組成(藥→方);select_all;[礞石,沉香,大黃,黃芩];{name}的組成是？;[祛痰清熱痰,痰熱癲狂];{"name":"礞石滾痰丸"}
組成(藥→方);select_all;[玄參,貝母,牡蠣];{name}的組成是？;[祛痰清熱痰,痰火瘰癘];{"name":"消瘰丸"}
組成(藥→方);select_all;[海藻,昆布,海帶,半夏,貝母,青皮,陳皮,連翹,獨活,川芎,當歸,甘草];{name}的組成是？;[祛痰清熱痰,氣滯痰凝癭瘤];{"name":"海藻玉壺湯"}
組成(藥→方);select_all;[茯苓,甘草,五味子,乾薑,細辛];{name}的組成是？;[祛痰溫寒痰,上焦寒痰];{"name":"苓甘五味薑辛湯"}
組成(藥→方);select_all;[蘇子,萊菔子,白芥子];{name}的組成是？;[祛痰溫寒痰,脾虛氣滯痰];{"name":"三子養親湯"}
組成(藥→方);select_all;[麻黃,細辛,杏仁,款冬,紫苑,半夏,皂角,膽星,明礬,川烏,蜀椒,甘草];{name}的組成是？;[祛痰溫寒痰,寒痰哮喘];{"name":"冷哮丸"}
組成(藥→方);select_all;[栝蔞,貝母,桔梗,陳皮,天花粉,茯苓];{name}的組成是？;[祛痰潤燥,肺燥陰虛痰];{"name":"栝蔞貝母散"}
組成(藥→方);select_all;[半夏,白朮,天麻,陳皮,茯苓,甘草,生薑,大棗];{name}的組成是？;[祛痰治風,風痰眩暈];{"name":"半夏白朮天麻湯"}
組成(藥→方);select_all;[半夏,貝母,膽星,茯苓,竹瀝,天麻,全蠍,僵蠶,石菖蒲,遠志,茯神,朱砂,琥珀,丹參,麥冬,燈芯草,甘草,薑汁];{name}的組成是？;[祛痰治風,痰熱癲癇];{"name":"定癇丸"}
組成(藥→方);select_all;[紫苑,百部,白前,桔梗,荊芥,陳皮,甘草];{name}的組成是？;[祛痰治風,表證兼痰];{"name":"止嗽丸"}
組成(藥→方);select_all;[荷葉,竹葉,銀花,扁豆花,西瓜皮,絲瓜皮];{name}的組成是？;[祛暑清熱,暑傷肺氣津];{"name":"清絡飲"}
組成(藥→方);select_all;[銀花,連翹,香薷,扁豆花,厚朴];{name}的組成是？;[祛暑解表,暑濕熱表風寒];{"name":"新加香薷飲"}
組成(藥→方);select_all;[香薷,扁豆,厚朴];{name}的組成是？;[祛暑解表,暑濕表證];{"name":"香薷飲"}
組成(藥→方);select_all;[滑石,甘草];{name}的組成是？;[祛暑利濕,暑濕下焦];{"name":"六一散"}
組成(藥→方);select_all;[桂枝,茯苓,豬苓,澤瀉,白朮,石膏,寒水石,滑石,甘草];{name}的組成是？;[祛暑利濕,外暑熱內水濕];{"name":"桂苓甘露飲"}
組成(藥→方);select_all;[石斛,荷梗,竹葉,知母,西瓜皮,黃連,西洋參,麥冬,甘草,梗米];{name}的組成是？;[祛暑扶正,暑熱氣陰傷];{"name":"清暑益氣湯"}
組成(藥→方);select_all;[神麴,山楂,萊菔子,陳皮,半夏,茯苓,連翹];{name}的組成是？;[消導消食,食積];{"name":"保和丸"}
組成(藥→方);select_all;[枳實,神麴,白朮,茯苓,澤瀉,大黃,黃芩,黃連];{name}的組成是？;[消導消食,食積濕熱];{"name":"枳實導滯丸"}
組成(藥→方);select_all;[木香,檳榔,牽牛子,大黃,黃連,黃柏,青皮,陳皮,香附,莪朮];{name}的組成是？;[消導消食,食積氣滯濕熱];{"name":"木香檳榔丸"}
組成(藥→方);select_all;[人參,茯苓,白朮,甘草,山藥,肉豆蔻,麥芽,神麴,山楂,陳皮,砂仁,木香,黃連];{name}的組成是？;[消導健脾,脾虛食積濕熱];{"name":"健脾丸"}
組成(藥→方);select_all;[木香,檳榔,使君子,神麴,麥芽,肉豆蔻,黃連,豬膽汁];{name}的組成是？;[消導健脾,脾虛蟲積濕熱];{"name":"肥兒丸"}
組成(藥→方);select_all;[枳實,白朮,荷葉];{name}的組成是？;[消導消痞,脾虛食積氣滯];{"name":"枳朮丸"}
組成(藥→方);select_all;[枳實,厚朴,半夏,麥芽,人參,茯苓,白朮,甘草,乾薑,黃連];{name}的組成是？;[消導消痞,脾虛氣滯痞滿];{"name":"枳實消痞丸"}
組成(藥→方);select_all;[柴胡,大黃,枳實,半夏,黃芩,白芍,生薑,大棗];{name}的組成是？;[表裡攻裡,少陽陽明痞滿熱結];{"name":"大柴胡湯"}
組成(藥→方);select_all;[防風,麻黃,荊芥,連翹,川芎,薄荷,大黃,芒硝,梔子,黃芩,桔梗,石膏,滑石,白朮,白芍,當歸,甘草];{name}的組成是？;[表裡攻裡,風熱表裡實];{"name":"防風通聖散"}
組成(藥→方);select_all;[葛根,黃芩,黃連,炙甘草];{name}的組成是？;[表裡攻裡,表證熱痢];{"name":"葛根芩連湯"}
組成(藥→方);select_all;[石膏,麻黃,豆豉,梔子,黃芩,黃連,黃柏];{name}的組成是？;[表裡清裡,表裡熱];{"name":"石膏湯"}
組成(藥→方);select_all;[麻黃,白芷,桔梗,乾薑,半夏,厚朴,枳殼,蒼朮,陳皮,茯苓,炙甘草,當歸,川芎,白芍,肉桂];{name}的組成是？;[表裡溫裡,表裡寒濕];{"name":"五積散"}
組成(藥→方);select_all;[烏梅,附子,蜀椒,乾薑,細辛,桂枝,黃連,黃柏,黨參,當歸];{name}的組成是？;[驅蟲驅蟲,蛔蟲];{"name":"烏梅丸"}
組成(藥→方);select_all;[鉛粉,白礬,鶴虱,苦楝,檳榔];{name}的組成是？;[驅蟲驅蟲,蟯蟲];{"name":"化蟲丸"}
組成(藥→方);select_all;[使君子,蕪荑,夜明砂,蘆薈,人參,茯苓,白朮,甘草];{name}的組成是？;[驅蟲驅蟲,虛證蟲積];{"name":"布袋丸"}
組成(藥→方);select_all;[瓜蒂,赤小豆,豆豉];{name}的組成是？;[湧吐湧吐,痰滯中脘];{"name":"瓜蒂散"}
組成(藥→方);select_all;[皂角,白礬];{name}的組成是？;[湧吐湧吐,痰閉證];{"name":"救急稀涎丸"}
